n/a,2612.88,89
Public Utilities,8484.6,50
Finance,3159.94,29
Finance,4740.7,23
Capital Goods,3325.78,16
Finance,1875.89,98
Consumer Services,960.22,56
n/a,5352.63,4
Health Care,2426.49,80
Consumer Services,2405.74,91
Health Care,2389.92,73
Finance,3967.01,13
Transportation,150.56,26
n/a,656.45,43
Basic Industries,610.19,43
Energy,6227.39,95
Consumer Services,3448.37,4
Capital Goods,8744.76,7
Finance,921.93,75
Consumer Services,642.44,92
Consumer Services,4774.55,96
Technology,6007.43,26
Consumer Durables,1022.41,95
Consumer Services,7569.71,5
Basic Industries,2347.25,5
Consumer Non-Durables,3339.02,98
Finance,1602.29,71
Energy,8125.27,23
Finance,6988.59,47
n/a,654.07,59
Health Care,7915.74,94
Health Care,5071.52,60
Consumer Services,518.4,8
Consumer Services,2507.15,67
Consumer Non-Durables,16.04,12
n/a,1596.34,84
Capital Goods,990.17,40
Consumer Services,1594.2,62
n/a,233.56,64
Consumer Services,1738.95,32
n/a,7133.39,5
n/a,7432.92,99
Public Utilities,3059.07,86
Public Utilities,7263.58,55
Public Utilities,8524.78,60
Consumer Services,3960.83,41
Miscellaneous,3010.14,33
Consumer Services,3843.61,49
Finance,4642.94,57
Miscellaneous,5130.27,9
n/a,8295.58,60
n/a,8862.89,49
Technology,5687.93,89
Transportation,2769.99,40
Finance,1488.31,2
Technology,2720.38,59
n/a,6175.47,88
Health Care,330.63,69
Transportation,2839.04,76
Consumer Durables,3376.46,27
n/a,7092.46,12
Technology,2584.12,100
Health Care,4955.11,67
Energy,6038.92,9
Capital Goods,5115.77,17
Consumer Services,623.36,65
n/a,4950.71,15
Transportation,6176.61,52
Finance,3044.34,81
Consumer Services,1469.42,73
n/a,3474.53,38
n/a,1924.58,8
n/a,6951.59,4
n/a,6766.62,24
Capital Goods,2875.29,51
Technology,6024.16,1
n/a,2922.47,90
Health Care,6589.13,75
Health Care,8852.72,57
n/a,8625.23,17
Health Care,3682.55,6
Finance,8569.1,62
n/a,703.63,4
Consumer Services,644.33,97
Consumer Non-Durables,2483.98,76
Health Care,5002.87,64
Consumer Durables,7442.01,72
Finance,8096.6,34
Technology,3315.91,94
Miscellaneous,8334.2,76
Consumer Services,5058.28,23
Capital Goods,3032.6,83
Technology,1512.6,46
Health Care,393.12,2
n/a,1799.09,24
Finance,4367.83,59
Capital Goods,7265.52,38
n/a,1992.18,28
Finance,4801.55,74
n/a,900.25,47
Basic Industries,7053.44,5
n/a,1158.5,88
Technology,3188.99,99
Capital Goods,526.94,34
Consumer Services,8616.85,11
n/a,5000.42,5
Consumer Services,6905.59,23
n/a,6897.02,83
Health Care,1186.1,89
Basic Industries,5012.57,26
Finance,6986.8,6
Basic Industries,3772.75,63
n/a,7182.13,33
Consumer Services,3239.39,17
n/a,2361.77,46
Basic Industries,4946.56,23
Consumer Services,898.84,43
Finance,2359.62,28
n/a,4794.88,30
Finance,1373.55,35
Technology,4524.52,74
Finance,5407.72,84
n/a,4958.56,40
Finance,4574.2,22
n/a,1160.45,32
Technology,4239.75,3
Consumer Services,1893.71,33
Basic Industries,6113.89,14
Finance,7653.24,38
Consumer Durables,461.62,20
Energy,4386.62,16
Technology,256.22,100
Consumer Services,2446.37,74
Technology,1697.15,49
Technology,6344.63,90
Basic Industries,5732.57,84
n/a,8807.07,25
Capital Goods,7144.95,41
Health Care,5120.1,99
Technology,4713.73,60
Technology,2418.17,12
n/a,7659.93,91
n/a,7560.22,19
Health Care,1220.09,8
Capital Goods,1104.46,96
Finance,6930.16,79
Health Care,8148.0,69
Finance,4983.63,31
Finance,8882.93,44
n/a,8465.85,39
Basic Industries,7744.29,58
Miscellaneous,4380.18,34
Basic Industries,5384.87,98
Basic Industries,1357.75,29
Finance,2186.35,92
Public Utilities,7770.3,48
Technology,7583.97,87
Finance,7620.09,98
Technology,4452.0,34
Energy,8312.57,25
Health Care,6555.17,43
Basic Industries,4548.63,31
Public Utilities,5058.87,96
Consumer Services,8696.46,96
Technology,1877.52,91
Health Care,1438.16,5
Health Care,6751.75,93
Transportation,8452.75,65
Basic Industries,3304.69,38
n/a,4934.36,92
Consumer Services,2229.31,93
Finance,2031.31,69
Health Care,7439.83,14
n/a,5328.39,21
Transportation,1558.64,54
Technology,5471.12,9
Public Utilities,8658.2,25
Finance,7609.71,36
Basic Industries,8902.12,88
Finance,5373.0,95
n/a,2580.97,29
Health Care,6454.75,53
Consumer Services,6530.58,99
n/a,3490.31,32
Technology,5649.19,78
Health Care,1714.37,51
Technology,4047.34,54
n/a,514.39,93
Consumer Services,1304.72,90
Energy,3875.88,43
Technology,5678.26,43
Health Care,432.97,61
Health Care,5205.65,40
n/a,389.07,3
Health Care,199.24,15
Basic Industries,4933.74,71
Consumer Services,3714.98,47
Finance,5813.07,57
n/a,199.15,91
Consumer Services,7019.18,18
n/a,512.87,66
n/a,593.36,78
Health Care,5790.34,86
n/a,769.46,14
Consumer Services,6732.16,3
Public Utilities,767.71,57
Technology,8626.9,78
Transportation,1221.13,9
Technology,5379.52,84
Capital Goods,3167.08,10
Consumer Non-Durables,3899.77,29
n/a,2942.08,12
Health Care,3632.43,2
Technology,2653.96,77
n/a,8446.43,18
n/a,4603.7,46
Basic Industries,2524.5,93
Finance,8873.92,48
n/a,2918.22,19
Finance,6687.2,13
Health Care,1578.58,34
Finance,6055.91,4
n/a,1497.7,27
Consumer Services,1753.12,80
Capital Goods,976.81,16
Basic Industries,1124.06,13
Consumer Services,3759.59,95
n/a,7488.17,85
Consumer Durables,1476.97,65
Consumer Services,6685.6,70
Health Care,665.92,60
n/a,1578.47,66
Consumer Services,6292.22,76
Consumer Services,7652.36,5
Energy,8785.44,93
Consumer Durables,6264.1,70
Capital Goods,2080.73,18
n/a,7408.03,45
Miscellaneous,6095.57,27
n/a,6576.32,43
Capital Goods,8209.5,35
Consumer Non-Durables,3779.74,13
n/a,694.79,98
n/a,4807.28,42
Energy,2687.15,84
Consumer Services,3245.78,92
n/a,7388.05,61
Health Care,8757.16,67
Health Care,7489.64,13
Finance,3541.38,77
Transportation,6394.37,99
Technology,8399.0,87
Finance,2806.84,55
n/a,1894.92,95
n/a,3006.1,29
n/a,5047.33,58
n/a,8446.45,96
n/a,3358.07,77
Finance,4261.5,75
Technology,3157.85,75
Miscellaneous,6497.45,19
Consumer Services,3431.34,68
Basic Industries,7785.78,21
n/a,8637.11,59
n/a,5422.74,67
n/a,4523.09,20
Energy,3391.09,24
Public Utilities,6203.52,87
Health Care,8862.48,91
Finance,3067.49,90
Finance,8928.54,87
Technology,5684.51,28
Finance,3004.7,7
n/a,881.17,45
Consumer Non-Durables,3984.57,7
Capital Goods,1532.09,1
Energy,7442.71,28
Capital Goods,3774.54,77
n/a,6085.49,28
Consumer Services,2150.25,13
n/a,2260.07,74
n/a,3912.75,54
n/a,5408.75,18
Health Care,8778.5,1
Health Care,2313.75,82
n/a,2630.94,24
n/a,7587.45,2
Basic Industries,7291.34,45
Miscellaneous,7821.74,40
Health Care,8997.83,2
Public Utilities,1621.68,98
Capital Goods,8740.17,42
Technology,2289.54,1
Consumer Non-Durables,4409.22,76
Miscellaneous,7616.05,51
Transportation,989.13,97
n/a,1304.1,87
Technology,1358.85,91
n/a,7440.0,10
Health Care,2301.96,8
n/a,5955.1,37
Consumer Non-Durables,1490.28,49
Technology,4666.04,9
Finance,6114.11,9
n/a,510.24,62
Health Care,124.74,34
Capital Goods,128.05,53
Public Utilities,7127.36,29
Health Care,3569.88,60
n/a,44.24,7
Consumer Durables,1986.77,88
n/a,2656.89,91
n/a,8689.56,80
Consumer Non-Durables,2817.25,4
Finance,3032.52,26
n/a,1575.17,63
Finance,8821.2,62
Health Care,7679.18,87
Public Utilities,1952.37,46
Basic Industries,3381.93,94
Finance,2750.43,11
Finance,6279.06,47
Finance,1036.75,27
n/a,6627.27,24
Capital Goods,1251.45,35
Finance,1353.25,55
Health Care,7958.31,4
Technology,6195.66,87
Finance,2443.82,71
Technology,8989.61,15
Consumer Durables,5608.74,5
Technology,3195.44,26
Capital Goods,5677.0,55
Finance,6096.13,81
Consumer Services,1874.82,28
Miscellaneous,405.8,13
Finance,5072.53,20
n/a,8551.49,28
n/a,6293.91,39
Basic Industries,8985.07,91
Basic Industries,4699.95,9
Health Care,3437.21,40
Finance,7410.21,81
n/a,2207.71,4
Finance,8995.19,82
Health Care,8141.8,98
Consumer Durables,1634.6,31
Public Utilities,8124.78,20
Health Care,8924.95,69
n/a,5600.47,89
Finance,1261.99,63
n/a,5398.93,68
Transportation,3293.48,56
Technology,651.72,81
Finance,1645.6,69
Capital Goods,8052.61,28
Health Care,1305.66,16
Technology,7156.01,67
Finance,779.11,73
Finance,3553.14,34
Public Utilities,3402.47,83
n/a,3066.44,56
Consumer Non-Durables,2446.64,14
Finance,3438.51,73
Public Utilities,5935.89,17
Basic Industries,3591.67,72
Public Utilities,4681.32,91
Technology,8323.18,82
n/a,7824.33,85
Finance,3714.67,24
n/a,4371.2,91
Health Care,4882.68,40
n/a,6084.22,20
Finance,2102.29,16
Capital Goods,345.19,1
Consumer Services,2740.64,42
Health Care,5686.67,1
Health Care,2150.38,60
Finance,88.34,56
Consumer Services,3295.12,29
n/a,5676.64,26
Health Care,3694.6,19
Consumer Durables,3365.64,30
Consumer Services,2275.48,1
Finance,1325.66,73
Energy,6932.09,60
Public Utilities,4507.99,95
Basic Industries,4695.79,62
Basic Industries,3860.92,99
n/a,7517.52,84
Public Utilities,6921.2,68
Health Care,6720.77,20
Health Care,5903.27,29
Consumer Services,7122.9,32
n/a,7970.99,41
Consumer Non-Durables,4308.94,57
Transportation,54.88,58
Consumer Services,7503.23,15
Capital Goods,3623.1,89
Consumer Services,882.17,96
n/a,5206.09,74
Public Utilities,2318.57,73
Finance,2591.72,52
Basic Industries,5401.32,93
Public Utilities,6576.59,16
Consumer Services,7336.61,25
Technology,2086.75,99
Consumer Services,8765.05,46
Finance,3055.71,74
Capital Goods,6767.91,9
n/a,473.61,33
Consumer Services,1986.27,74
Technology,2819.38,85
Finance,5733.74,35
Consumer Services,6627.74,19
n/a,8640.91,21
Public Utilities,7793.46,49
Miscellaneous,123.27,22
Technology,6837.79,11
n/a,6083.54,34
n/a,501.23,84
n/a,1021.98,60
Energy,2930.09,12
n/a,7287.4,81
Public Utilities,3769.63,86
n/a,5281.02,25
Consumer Services,3393.58,73
Basic Industries,6607.23,27
n/a,5677.9,11
Consumer Durables,2161.85,14
Finance,7979.61,42
Health Care,1740.95,83
Basic Industries,385.26,11
n/a,5954.66,96
Capital Goods,7173.32,23
Finance,7564.04,65
n/a,5333.09,98
Capital Goods,644.33,27
Health Care,7799.29,55
Health Care,5878.42,35
n/a,7238.5,29
Miscellaneous,4971.06,81
Consumer Non-Durables,7728.57,2
Consumer Services,1234.23,85
n/a,8200.91,70
Consumer Services,283.81,56
Consumer Services,8955.52,19
Technology,2826.05,44
Consumer Durables,4096.4,10
n/a,1748.61,22
Public Utilities,1986.54,70
Health Care,5429.59,33
Public Utilities,6956.91,52
Health Care,359.95,91
Transportation,1510.29,44
n/a,7963.23,40
Finance,963.73,55
Capital Goods,4495.76,93
n/a,8169.44,36
Consumer Services,2397.09,9
n/a,4872.21,79
n/a,165.3,70
n/a,4143.97,55
Consumer Non-Durables,6218.55,29
Consumer Services,8155.62,12
Consumer Services,391.23,76
Consumer Services,72.62,88
Consumer Services,1125.93,95
Technology,969.19,68
Consumer Non-Durables,3473.98,32
n/a,7175.88,98
Consumer Services,3521.64,59
Technology,4337.58,36
Finance,8289.26,85
Basic Industries,345.33,51
Transportation,8075.25,4
Consumer Durables,7075.04,70
Health Care,6525.91,30
Capital Goods,1148.96,10
Technology,8348.55,25
Technology,4252.3,56
Health Care,7149.69,31
Finance,4211.23,53
Health Care,7731.76,47
n/a,8863.93,1
Health Care,1462.82,16
Technology,1716.15,12
Consumer Services,3113.5,96
Capital Goods,7694.58,83
Energy,5472.1,9
n/a,3038.56,31
Health Care,8576.99,49
n/a,1543.6,51
n/a,2417.69,100
Technology,6352.8,99
Consumer Services,7395.94,34
Technology,8785.89,30
n/a,7531.41,64
Consumer Services,7955.2,31
Energy,4419.58,52
Basic Industries,6769.8,7
Capital Goods,794.01,13
n/a,1256.78,72
Capital Goods,1250.16,13
Energy,8210.26,51
Consumer Services,1702.35,68
Capital Goods,234.64,57
n/a,2011.89,20
n/a,2299.33,20
n/a,2744.95,26
n/a,5571.37,65
Finance,8228.92,82
Consumer Services,5508.85,75
Finance,3113.74,65
Consumer Services,6510.03,89
n/a,4837.6,22
Technology,3666.73,78
Transportation,5629.83,99
Finance,4904.67,34
Finance,371.72,11
Finance,3636.74,50
n/a,6764.57,80
Energy,8262.58,11
n/a,4776.88,11
Consumer Non-Durables,173.25,35
Health Care,797.6,7
Energy,5128.25,90
Energy,8646.3,38
Capital Goods,7946.6,99
Technology,4194.21,46
Consumer Services,8931.5,19
Technology,8983.38,93
Finance,4714.61,95
Consumer Non-Durables,2378.84,85
Transportation,3433.31,56
Capital Goods,4910.85,93
n/a,3391.02,26
Finance,5548.21,17
Health Care,8432.0,4
Finance,4308.41,10
Consumer Services,6938.62,89
n/a,3876.97,71
Finance,6788.16,40
Finance,4826.77,76
Consumer Services,103.36,81
Finance,6206.05,32
n/a,6496.82,58
Public Utilities,4418.09,66
Energy,6580.52,3
Finance,43.97,36
n/a,2053.72,70
Health Care,6829.22,45
Finance,6450.3,10
n/a,2772.22,39
Consumer Services,2447.74,64
Consumer Services,7017.75,17
Technology,3934.92,46
n/a,466.32,69
Energy,7779.12,82
Health Care,6908.39,51
Finance,3661.53,25
Capital Goods,7960.4,71
Consumer Services,493.37,20
Technology,7686.48,78
Consumer Services,7479.24,58
Finance,5515.49,60
Basic Industries,600.83,43
Health Care,8562.54,47
Energy,6755.0,88
Consumer Services,3427.88,46
Capital Goods,5869.32,87
Finance,6865.93,14
Public Utilities,4366.78,58
Finance,6877.52,94
Health Care,7141.73,52
Health Care,5247.66,9
Public Utilities,768.26,38
Consumer Durables,932.95,8
Consumer Services,5636.29,29
n/a,8252.03,25
Capital Goods,5639.21,94
n/a,7600.37,57
Consumer Services,6042.75,65
Miscellaneous,3110.81,3
Health Care,1655.58,74
n/a,7724.26,8
Consumer Non-Durables,3139.95,63
Health Care,5237.29,53
Capital Goods,1436.87,15
Health Care,5644.55,4
Finance,117.89,76
Transportation,1939.33,72
Technology,4866.38,52
n/a,3128.02,23
Consumer Non-Durables,2025.43,30
Technology,3748.35,85
Finance,4807.82,48
n/a,4095.5,42
Public Utilities,2252.22,25
Finance,3680.79,26
Consumer Non-Durables,874.57,33
Public Utilities,796.23,50
n/a,7301.73,87
Consumer Non-Durables,6211.57,100
Health Care,208.18,68
Consumer Services,8058.18,79
n/a,6375.7,98
Technology,4899.44,44
Basic Industries,3623.62,92
n/a,5073.21,79
Consumer Services,6884.67,99
Capital Goods,7173.19,82
Consumer Services,1765.25,48
Finance,7687.52,77
Consumer Non-Durables,3723.49,17
Energy,7810.81,57
n/a,685.88,68
Basic Industries,1157.44,78
Finance,1880.5,4
Consumer Services,4254.07,63
Basic Industries,2041.49,16
Transportation,6080.1,97
Health Care,8392.77,72
Consumer Services,2840.99,5
Transportation,4836.41,68
Energy,1968.73,73
Energy,4034.04,63
n/a,208.62,51
Technology,2570.96,67
Transportation,6830.47,43
Consumer Non-Durables,6538.79,44
Finance,1045.88,24
n/a,5418.75,64
Consumer Non-Durables,5964.83,55
n/a,5788.9,78
n/a,3823.56,9
Consumer Services,3776.88,62
Finance,761.57,53
Capital Goods,1496.43,40
Health Care,6084.51,80
Basic Industries,655.42,88
Health Care,5135.35,95
Health Care,3266.61,26
Finance,323.69,21
Finance,7050.5,13
Consumer Services,4993.79,5
Basic Industries,7361.95,78
Health Care,8160.69,32
Finance,5469.8,44
n/a,7163.72,32
Finance,4364.19,29
n/a,7614.89,19
Technology,4156.74,80
Technology,2884.03,32
Energy,3287.24,6
Health Care,911.26,63
Energy,8933.18,52
n/a,859.8,83
Finance,4991.01,46
Basic Industries,4448.47,20
Consumer Services,3623.87,83
n/a,6431.99,92
n/a,6490.09,69
Consumer Services,8241.16,57
n/a,1652.24,100
Capital Goods,371.36,55
n/a,6764.62,99
Consumer Services,1544.42,40
Transportation,5496.17,58
Consumer Durables,4195.4,70
Miscellaneous,7448.15,4
Consumer Services,6714.34,49
n/a,5768.54,31
Consumer Non-Durables,6623.22,25
n/a,8716.09,15
n/a,8564.99,32
n/a,119.3,7
Energy,448.57,22
Finance,3349.95,64
Basic Industries,6356.7,37
Finance,4649.09,85
Finance,2127.28,51
Finance,5422.39,50
Finance,2821.25,84
Consumer Services,8281.76,15
n/a,3963.29,72
n/a,4100.72,93
Technology,5453.74,57
Finance,7967.63,55
n/a,5190.0,95
Consumer Services,281.77,51
Consumer Services,8991.13,74
Finance,3565.09,21
Consumer Services,643.88,67
Health Care,4621.61,1
Finance,4450.33,55
Public Utilities,3541.7,72
Miscellaneous,8756.58,3
Finance,6315.16,97
Capital Goods,8053.64,54
Technology,8820.97,56
Consumer Services,307.42,81
Finance,3530.8,58
Consumer Services,6408.83,26
Finance,3451.12,68
Consumer Services,8082.96,27
Consumer Durables,2035.89,42
n/a,2574.57,72
Finance,4516.0,41
Consumer Durables,2934.08,99
Energy,4110.31,20
Health Care,5653.23,79
Health Care,6031.94,81
Finance,5638.2,19
Energy,1863.87,98
Health Care,4462.61,81
n/a,3647.68,37
Basic Industries,4323.68,15
Public Utilities,6747.13,39
Basic Industries,7350.66,13
Finance,7568.61,61
Finance,5896.89,66
Consumer Services,1050.03,49
n/a,7662.77,36
Health Care,8094.45,86
Finance,563.18,2
Finance,6520.76,3
Health Care,6932.68,88
Energy,6614.79,6
Capital Goods,2482.57,76
Technology,3093.16,26
n/a,6527.17,76
Finance,6298.41,31
n/a,321.08,90
Consumer Services,833.28,67
Capital Goods,2874.8,57
n/a,8263.9,5
n/a,6806.24,37
Health Care,8494.92,79
Consumer Services,7682.34,5
Finance,4029.55,8
Basic Industries,4812.69,100
n/a,49.27,82
Public Utilities,7481.76,95
n/a,179.55,85
Finance,5442.61,20
n/a,3907.82,27
Finance,6795.12,38
Consumer Durables,3790.2,45
Health Care,3024.44,67
Public Utilities,3377.01,9
Finance,8761.65,11
Consumer Services,7385.58,17
Energy,2863.4,72
Energy,1699.16,81
n/a,6001.71,60
Capital Goods,1340.41,81
Finance,186.49,85
Finance,7942.65,59
n/a,5739.38,15
Transportation,6517.17,58
Public Utilities,1764.35,56
Finance,6951.11,40
n/a,3612.15,67
Technology,137.17,75
n/a,8275.14,25
Finance,2578.66,23
Consumer Services,6072.83,98
Health Care,1452.1,67
n/a,7027.22,62
Energy,1518.51,3
Capital Goods,6912.67,46
Finance,7292.19,66
Technology,6830.48,72
Technology,4373.73,83
n/a,4163.05,63
Technology,2543.52,48
Technology,1312.52,70
n/a,693.18,34
Technology,5183.49,87
Finance,7226.84,41
Consumer Services,4718.33,53
Technology,3816.69,88
n/a,8379.29,86
Health Care,1243.55,12
Finance,4313.36,48
Technology,440.28,19
Public Utilities,8007.81,44
Health Care,2675.63,84
n/a,1346.17,56
Basic Industries,8975.6,34
Consumer Durables,3666.92,81
Health Care,5556.97,92
Health Care,5388.82,30
Technology,6009.96,2
Consumer Services,112.14,83
Technology,6328.93,61
Miscellaneous,6098.95,100
Finance,3153.13,19
Technology,4047.36,2
Finance,7730.14,87
Consumer Durables,1679.4,74
n/a,3007.13,4
Consumer Services,3868.72,5
Consumer Non-Durables,5248.35,92
n/a,5301.62,95
Technology,7482.29,92
Consumer Services,5222.76,17
Health Care,2443.78,11
Public Utilities,1222.17,50
Health Care,7296.77,89
Finance,6612.61,100
Health Care,8507.58,81
Consumer Services,2326.33,32
Technology,6438.53,21
n/a,2716.89,8
Technology,4853.77,15
Energy,524.88,3
Transportation,8430.5,72
n/a,3483.46,2
n/a,7914.81,78
n/a,8595.92,84
Consumer Services,3920.12,80
Health Care,3749.53,68
Public Utilities,4491.27,45
Consumer Services,8815.62,46
Finance,5979.0,30
n/a,7547.44,19
Public Utilities,8385.29,15
Transportation,5777.24,85
Health Care,4770.41,44
Health Care,6848.95,94
Finance,5468.2,12
